age,daily_hours,skill_count,habit_strength,openness,conscientiousness,extraversion,agreeableness,emotional_stability,field,success_probability
31,8,12,192,94,61,55,54,94,Business,100.0
40,3,23,180,82,62,59,47,50,Technology,100.0
29,2,24,124,86,79,80,71,36,Business,100.0
33,4,6,100,48,92,86,60,50,Business,78.62
34,7,20,110,93,92,46,57,70,Business,100.0
42,10,18,50,45,50,67,35,74,Research,100.0
40,5,3,161,58,57,93,64,91,Technology,86.18
21,9,13,186,99,82,45,48,52,Research,100.0
26,1,10,156,72,73,84,47,63,Technology,92.71
30,6,21,131,45,71,77,68,60,Business,100.0
35,8,20,134,48,70,44,33,92,Creative,100.0
26,9,4,25,54,74,81,98,34,Creative,91.52
30,4,10,118,49,70,37,96,92,Business,100.0
26,5,11,108,76,81,42,65,42,Creative,100.0
26,4,7,139,93,95,89,52,69,Creative,100.0
24,5,23,166,53,65,80,98,60,Business,100.0
30,2,13,131,78,67,99,96,87,Research,100.0
35,11,22,93,44,58,88,89,91,Creative,100.0
32,9,12,192,74,94,43,78,36,Business,100.0
36,1,16,120,93,79,80,71,46,Research,93.89
23,8,18,143,68,64,84,75,53,Research,100.0
43,3,2,37,42,50,67,90,80,Business,68.9
24,11,8,188,59,87,88,38,30,Technology,100.0
25,8,22,44,98,42,36,56,30,Research,100.0
40,9,11,51,92,72,79,92,66,Technology,100.0
44,1,3,185,44,87,32,76,91,Research,84.18
34,8,20,160,57,89,99,56,44,Business,100.0
21,7,8,88,42,86,90,61,42,Technology,85.61
35,6,7,168,64,77,43,37,83,Business,100.0
34,5,14,98,95,69,90,51,64,Technology,100.0
34,11,17,89,97,94,31,33,68,Business,100.0
23,1,7,78,44,59,93,45,80,Technology,67.52
27,9,2,18,82,75,93,51,63,Research,100.0
23,11,14,106,57,46,94,30,33,Creative,100.0
44,1,10,114,94,75,89,99,91,Creative,99.19
19,7,18,115,63,95,42,85,47,Business,100.0
24,10,17,88,57,62,83,59,87,Creative,100.0
20,7,24,155,81,46,69,99,94,Creative,100.0
31,9,15,85,81,90,85,80,99,Creative,100.0
37,8,6,81,40,93,53,76,92,Technology,100.0
39,11,20,135,68,90,70,71,94,Research,100.0
33,2,23,131,56,77,43,85,51,Research,100.0
29,2,3,123,40,91,99,66,94,Research,88.16
18,11,21,190,55,83,90,83,69,Business,100.0
27,11,17,130,98,62,36,73,82,Research,100.0
29,2,14,87,55,46,48,31,39,Business,76.38
23,6,9,93,40,93,87,99,47,Business,82.55
30,1,23,32,65,52,36,73,56,Business,100.0
40,11,5,70,41,94,67,58,55,Research,100.0
32,3,23,166,73,72,70,70,52,Research,100.0
35,11,7,114,40,53,81,35,39,Research,100.0
43,2,4,158,99,56,92,71,80,Creative,82.31
32,11,17,73,85,98,87,31,65,Business,100.0
24,9,23,197,61,65,54,77,72,Technology,100.0
25,8,1,154,63,76,86,31,91,Creative,98.74
26,4,17,26,92,89,69,87,50,Business,100.0
30,1,18,51,87,59,74,46,43,Technology,100.0
21,2,20,129,95,86,38,56,44,Creative,100.0
37,10,14,101,88,57,82,32,95,Technology,100.0
27,3,17,170,51,88,85,92,32,Research,100.0
25,4,4,126,93,46,75,75,45,Creative,76.11
39,1,17,34,49,93,45,87,58,Research,100.0
33,7,9,87,82,65,62,55,74,Creative,95.85
20,4,4,163,50,41,43,59,78,Creative,72.14
31,8,2,35,60,67,77,69,95,Business,100.0
26,7,15,32,56,87,31,49,88,Business,100.0
19,4,14,25,58,73,73,35,93,Creative,100.0
39,2,12,189,98,93,80,77,48,Business,100.0
22,7,5,20,54,42,98,52,82,Technology,83.65
26,3,6,26,65,60,50,40,67,Creative,80.67
40,7,14,19,51,77,63,70,39,Business,100.0
34,1,3,199,70,90,30,41,33,Business,66.22
39,9,4,91,44,58,31,41,35,Creative,73.18
36,11,12,82,41,47,40,82,39,Technology,97.02
27,6,18,95,60,83,79,68,49,Creative,100.0
40,7,9,138,65,77,67,90,73,Business,100.0
43,6,17,60,89,77,53,80,39,Creative,100.0
25,5,24,79,60,96,68,62,88,Business,100.0
44,10,14,189,81,71,55,54,52,Business,100.0
42,4,8,135,62,68,60,93,62,Technology,84.87
22,2,20,44,90,89,47,59,73,Technology,100.0
27,7,20,186,50,41,87,65,62,Research,100.0
27,3,18,103,58,97,52,83,94,Creative,100.0
41,2,21,145,57,96,34,55,59,Business,100.0
43,8,12,139,50,83,57,31,36,Business,96.16
43,8,12,25,62,79,89,61,44,Technology,98.23
37,9,21,119,89,54,36,69,57,Creative,100.0
20,4,21,74,43,50,55,90,66,Research,100.0
30,1,7,177,52,62,45,90,97,Creative,65.74
33,5,10,162,83,51,38,41,98,Business,100.0
20,5,2,119,73,52,87,71,67,Creative,88.98
38,1,7,65,80,47,80,72,44,Business,58.6
39,3,10,149,93,43,47,65,54,Research,69.52
29,2,4,110,42,48,90,82,47,Research,65.87
21,9,13,187,54,67,71,98,30,Research,97.88
43,1,16,100,63,74,75,71,68,Business,100.0
39,4,17,68,48,43,31,78,60,Research,100.0
25,3,11,107,94,63,78,86,44,Research,77.55
29,4,3,122,61,89,78,84,85,Creative,72.25
29,10,23,190,59,54,52,57,45,Technology,100.0
22,3,13,155,53,75,81,48,73,Research,78.6
42,5,4,43,41,44,84,39,71,Technology,87.11
36,5,8,101,88,78,59,78,38,Technology,90.96
22,10,20,198,79,77,72,92,48,Creative,100.0
41,1,11,186,75,97,39,35,86,Technology,100.0
24,10,21,101,55,95,49,83,54,Creative,100.0
32,6,19,137,72,40,32,71,50,Research,90.74
26,8,3,162,84,77,84,81,73,Technology,100.0
33,7,6,124,92,52,95,48,36,Business,95.23
27,10,20,82,56,66,76,31,92,Business,100.0
24,2,21,90,78,75,69,74,33,Business,100.0
42,5,12,38,48,43,80,53,43,Technology,83.41
29,2,17,39,63,50,52,30,61,Creative,91.97
26,8,3,36,58,84,49,94,78,Technology,88.86
44,7,22,155,87,85,61,56,47,Research,100.0
24,1,18,181,47,93,63,65,47,Creative,82.11
44,9,14,188,74,57,34,43,59,Creative,100.0
24,4,12,159,70,62,77,49,67,Research,95.84
18,7,12,115,44,83,79,71,41,Research,98.61
35,2,10,117,97,56,97,91,70,Research,86.97
24,7,2,54,97,90,63,73,44,Business,100.0
23,2,5,169,42,42,80,96,77,Technology,71.82
21,10,7,97,56,91,35,98,38,Research,100.0
30,3,21,33,77,43,53,88,32,Creative,85.6
29,9,8,77,85,53,42,56,35,Technology,89.06
21,8,17,108,56,80,31,81,95,Creative,100.0
39,11,23,76,74,99,87,41,98,Creative,100.0
24,7,13,50,96,92,41,42,86,Creative,100.0
20,3,24,14,65,50,85,39,63,Research,95.99
25,11,13,80,84,41,99,70,92,Creative,100.0
33,9,12,48,56,84,40,99,52,Research,100.0
31,6,6,139,61,59,66,78,81,Technology,100.0
24,2,6,127,92,76,93,39,71,Research,69.16
33,2,23,25,93,77,64,57,31,Business,100.0
22,7,21,54,59,63,90,87,56,Business,100.0
24,10,15,62,98,77,98,82,44,Creative,100.0
26,6,19,48,43,42,93,58,40,Technology,99.11
23,10,11,164,72,60,68,75,95,Research,100.0
44,1,3,44,70,67,30,54,72,Business,66.98
37,3,19,139,57,83,93,98,38,Business,100.0
27,2,12,173,93,60,78,99,78,Research,95.48
27,5,14,198,60,84,55,34,44,Research,100.0
30,8,16,64,82,60,95,83,56,Business,100.0
43,10,6,183,64,50,37,93,50,Creative,93.1
42,9,15,103,65,49,58,65,66,Business,100.0
24,7,9,102,55,77,57,77,67,Research,100.0
26,9,24,99,68,90,78,72,34,Business,100.0
24,10,4,114,66,97,75,95,54,Technology,100.0
39,3,6,134,97,45,82,95,87,Business,89.73
35,7,2,159,76,59,53,94,94,Technology,91.69
30,9,15,12,85,94,93,74,55,Technology,100.0
18,8,10,44,63,67,45,88,83,Research,100.0
28,1,15,124,43,82,98,42,39,Research,79.54
35,2,7,50,81,89,88,68,32,Creative,86.38
22,2,9,136,46,71,33,49,65,Creative,79.75
30,1,24,44,87,69,83,65,84,Technology,100.0
22,3,22,116,84,91,82,65,97,Creative,100.0
37,5,18,187,55,80,47,51,95,Technology,100.0
36,9,14,58,76,41,77,43,88,Technology,100.0
20,10,7,195,86,90,31,70,45,Creative,100.0
40,3,5,90,97,81,61,72,98,Technology,100.0
27,9,17,170,75,75,47,38,91,Technology,100.0
27,4,18,194,88,83,43,32,91,Business,100.0
23,10,18,195,59,97,86,97,81,Technology,100.0
22,6,5,168,84,48,61,62,96,Business,94.59
35,3,9,163,41,42,75,97,54,Research,65.17
39,9,12,73,70,83,76,31,98,Business,100.0
27,10,24,180,64,73,59,99,84,Research,100.0
41,5,6,52,99,97,78,71,95,Research,100.0
24,2,18,94,75,79,81,75,73,Business,100.0
28,8,2,66,86,48,49,54,48,Technology,68.99
28,8,19,164,79,71,55,56,91,Research,100.0
24,9,1,106,86,55,52,36,55,Creative,89.27
29,8,5,115,67,92,98,78,55,Technology,100.0
18,11,23,106,82,57,59,55,45,Technology,100.0
24,1,16,175,41,88,35,75,79,Business,100.0
34,7,6,159,93,45,55,68,41,Research,97.13
31,6,19,160,87,46,79,42,39,Technology,100.0
37,2,13,60,97,73,64,32,88,Business,100.0
40,1,19,76,57,78,34,96,40,Technology,100.0
44,2,12,86,80,41,66,74,77,Creative,92.36
20,6,4,148,94,97,75,58,64,Creative,100.0
27,9,11,83,88,71,93,31,53,Research,100.0
19,6,19,35,68,42,54,77,94,Technology,100.0
26,6,23,158,96,40,50,56,99,Research,100.0
29,4,13,26,98,79,32,95,75,Business,97.88
18,7,14,174,90,67,89,60,40,Research,100.0
42,2,8,114,66,74,31,50,87,Technology,98.75
37,2,2,130,71,65,99,70,96,Technology,84.6
18,3,5,22,58,51,77,54,86,Research,88.37
19,6,7,194,86,93,32,82,60,Technology,100.0
41,8,22,170,47,63,79,45,68,Technology,100.0
26,8,18,137,89,52,89,44,65,Technology,100.0
22,6,16,178,49,63,78,47,36,Creative,90.84
33,3,18,38,62,92,43,78,62,Technology,100.0
38,1,23,66,82,56,87,43,49,Business,100.0
30,2,23,199,85,72,47,62,61,Technology,100.0
39,1,19,79,74,95,63,54,97,Business,100.0
34,7,16,25,79,51,64,50,79,Research,100.0
21,1,9,143,63,66,49,54,95,Technology,100.0
18,7,1,110,45,84,76,55,43,Business,78.64
39,7,14,131,70,63,88,58,46,Business,98.73
33,8,13,100,64,98,61,47,66,Business,100.0
26,3,8,157,93,81,59,82,92,Research,100.0
21,7,19,149,54,70,72,66,58,Business,100.0
28,10,12,139,59,54,33,79,67,Research,100.0
41,2,8,166,50,76,47,84,79,Business,96.58
39,10,3,146,74,50,92,96,82,Research,94.98
39,5,20,59,62,52,98,33,38,Technology,100.0
36,3,5,158,97,57,72,35,96,Creative,87.88
19,7,17,144,69,67,43,73,59,Technology,100.0
31,6,19,97,45,66,53,63,69,Research,100.0
27,3,20,102,81,67,53,37,82,Creative,100.0
21,11,4,14,72,88,59,92,76,Business,100.0
25,7,7,62,89,77,33,54,36,Business,94.34
22,3,12,120,81,97,49,40,96,Research,100.0
43,9,16,124,57,80,77,74,54,Creative,100.0
31,9,19,48,94,54,56,92,97,Research,100.0
39,3,5,114,57,50,77,31,83,Business,85.01
28,11,8,132,69,41,31,84,89,Technology,100.0
25,3,1,42,79,71,98,46,37,Technology,71.28
27,2,9,129,62,74,82,83,54,Research,77.95
41,2,14,31,50,87,37,68,64,Technology,97.11
31,6,8,63,76,66,69,63,46,Technology,100.0
33,9,1,197,88,68,50,87,98,Business,100.0
23,8,19,130,52,40,49,86,75,Creative,100.0
42,1,17,20,93,75,68,82,85,Creative,92.36
18,8,22,141,69,51,64,81,60,Business,100.0
33,7,22,84,95,72,87,93,41,Research,100.0
44,7,7,115,87,65,84,65,53,Creative,96.31
35,11,15,42,59,81,41,52,43,Research,100.0
42,7,21,118,70,76,83,34,42,Creative,100.0
32,7,7,175,71,42,91,68,66,Research,100.0
35,6,8,61,66,72,71,56,37,Research,89.18
44,2,20,25,56,55,48,37,67,Business,100.0
38,9,4,99,70,83,89,46,68,Business,100.0
24,2,15,15,97,83,72,64,83,Technology,100.0
22,2,16,145,64,71,60,39,85,Technology,100.0
44,4,5,32,48,97,88,83,75,Business,95.58
25,11,20,188,53,78,66,79,63,Research,100.0
44,6,12,43,89,46,91,52,75,Creative,100.0
24,6,3,175,59,73,73,59,46,Research,88.25
35,11,17,169,49,50,99,91,76,Business,100.0
21,5,17,113,93,51,69,48,96,Business,100.0
32,6,16,155,91,87,72,68,78,Technology,100.0
29,10,7,119,94,40,78,65,50,Technology,97.14
24,10,17,102,69,46,53,40,41,Research,100.0
21,4,13,32,58,81,68,41,63,Research,100.0
24,9,11,43,78,43,58,95,45,Research,100.0
30,5,17,158,83,99,48,37,95,Technology,100.0
28,7,2,28,43,97,99,86,66,Technology,86.29
24,9,1,136,40,90,35,47,39,Creative,82.67
22,4,1,61,42,57,60,46,84,Business,81.34
21,5,21,154,61,64,31,34,33,Creative,100.0
39,5,23,98,65,94,68,62,43,Creative,100.0
21,1,21,55,55,85,45,58,37,Creative,100.0
19,6,10,159,85,88,42,62,34,Business,100.0
30,11,14,161,42,86,92,77,92,Business,100.0
38,9,23,93,50,96,99,72,52,Research,100.0
43,9,13,46,45,40,35,79,51,Technology,93.69
43,8,19,185,77,45,94,89,75,Creative,100.0
43,6,11,21,81,89,68,40,65,Creative,100.0
26,10,24,161,48,70,84,39,89,Business,100.0
23,3,11,168,45,42,85,92,44,Technology,78.05
24,2,18,125,80,63,31,72,55,Research,100.0
23,10,5,148,40,73,30,31,49,Technology,99.08
29,6,20,91,40,69,53,43,65,Technology,100.0
28,8,23,33,52,63,83,55,95,Creative,100.0
28,3,3,52,68,76,87,83,68,Business,77.98
28,3,20,147,98,81,43,76,71,Business,100.0
43,3,1,65,97,81,31,59,81,Research,74.02
26,6,2,119,88,40,82,69,74,Creative,57.64
35,10,11,176,48,45,77,36,98,Creative,100.0
18,3,5,174,56,65,91,90,62,Business,74.86
35,11,10,161,95,43,66,33,47,Technology,100.0
44,8,2,185,72,97,57,64,39,Technology,95.53
32,3,5,114,97,61,93,70,85,Research,97.74
29,9,9,143,94,73,92,38,89,Technology,100.0
23,5,2,178,68,97,43,65,65,Technology,89.42
32,8,4,57,60,67,97,91,80,Creative,100.0
24,2,1,48,60,40,44,33,89,Technology,50.1
37,10,23,114,73,99,77,62,90,Business,100.0
18,5,16,24,88,67,52,46,42,Business,93.66
28,10,3,70,98,70,39,37,50,Technology,100.0
34,11,20,57,48,41,66,30,33,Creative,100.0
39,10,3,18,61,62,63,72,51,Business,84.77
18,5,8,185,89,52,44,82,73,Creative,94.4
27,5,18,156,86,77,40,72,49,Creative,100.0
23,4,15,121,78,56,48,80,99,Research,94.28
28,9,8,84,46,65,85,51,48,Research,97.6
40,9,2,153,48,67,64,70,60,Technology,83.4
39,2,8,68,80,87,95,83,69,Business,100.0
26,10,23,141,74,49,76,43,67,Creative,100.0
30,1,16,172,41,50,70,96,58,Business,85.12
34,6,8,179,97,57,59,54,92,Technology,100.0
36,8,8,12,42,83,46,43,38,Business,87.12
37,8,4,164,83,79,76,73,77,Creative,100.0
44,5,20,93,99,43,40,33,77,Creative,100.0
24,10,19,97,58,88,87,57,95,Business,100.0
39,10,9,151,87,59,44,62,46,Creative,100.0
44,2,17,52,47,91,32,41,45,Business,96.3
33,11,21,186,82,88,80,62,59,Research,100.0
18,7,15,55,77,85,85,73,58,Research,100.0
42,4,22,97,96,58,95,51,49,Technology,100.0
40,9,8,25,93,87,90,44,94,Business,100.0
20,6,22,23,75,57,96,39,78,Research,100.0
44,11,17,142,46,58,86,44,59,Creative,100.0
22,3,9,131,80,78,55,31,52,Research,89.41
21,1,18,60,48,52,69,84,72,Creative,94.24
31,4,1,161,75,90,39,49,41,Business,76.38
22,4,12,158,64,50,93,79,91,Research,84.73
42,3,20,105,88,53,30,54,88,Creative,100.0
36,7,9,127,69,89,45,62,31,Business,100.0
31,1,16,99,86,83,43,53,84,Research,100.0
44,10,3,81,67,62,97,43,92,Technology,100.0
27,1,4,137,71,72,93,61,42,Creative,72.47
39,10,9,164,99,48,81,57,94,Technology,100.0
29,10,5,184,77,78,99,82,73,Research,100.0
24,10,9,19,49,87,68,57,59,Technology,100.0
40,3,18,52,54,60,81,85,97,Research,100.0
40,8,12,161,90,97,62,45,51,Technology,100.0
42,2,11,80,89,65,99,59,52,Creative,95.29
20,1,21,73,70,91,63,64,44,Creative,100.0
23,5,1,41,91,58,57,93,48,Research,84.47
26,5,20,107,77,65,80,82,85,Research,100.0
23,10,24,22,82,51,80,48,50,Research,100.0
30,8,18,109,81,68,46,97,73,Technology,100.0
44,4,10,162,70,42,31,78,99,Business,100.0
33,7,3,50,76,90,44,37,67,Business,100.0
36,8,15,112,49,77,78,70,59,Technology,100.0
37,10,7,32,87,84,69,35,67,Technology,100.0
21,11,11,78,96,56,76,42,40,Creative,100.0
41,9,10,13,88,85,47,72,62,Technology,100.0
24,10,9,196,70,67,89,32,84,Business,100.0
41,7,4,123,63,66,66,68,92,Research,100.0
43,1,24,13,68,96,30,79,40,Business,100.0
41,10,16,30,52,48,40,99,30,Business,100.0
23,6,24,40,61,76,76,76,98,Business,100.0
24,10,16,90,69,60,89,42,30,Technology,100.0
32,1,6,34,65,52,88,62,70,Business,70.91
29,5,24,143,64,40,54,30,61,Business,100.0
27,3,17,156,99,82,58,79,31,Technology,100.0
21,1,17,85,99,59,79,32,72,Technology,94.16
35,4,17,187,76,85,71,44,62,Creative,100.0
41,8,9,154,64,67,90,44,80,Research,100.0
39,10,12,55,70,71,61,82,90,Business,100.0
40,1,13,84,69,74,51,72,56,Technology,89.98
31,1,3,141,55,55,55,48,74,Business,67.06
41,1,12,109,82,76,95,46,69,Business,93.09
38,9,13,198,55,55,31,72,71,Technology,92.32
36,7,9,63,79,61,90,31,79,Business,100.0
28,1,14,89,50,72,36,60,77,Business,100.0
38,11,16,28,56,98,35,78,79,Technology,100.0
29,7,22,127,44,82,88,65,32,Business,100.0
24,10,4,64,84,51,30,50,50,Creative,93.53
35,11,20,76,88,83,61,39,93,Creative,100.0
38,4,19,190,43,54,46,96,76,Business,100.0
41,7,18,138,74,92,87,88,30,Research,100.0
42,1,4,198,68,97,33,43,62,Business,83.02
33,3,23,94,80,62,97,50,72,Research,99.67
20,6,24,20,80,68,89,96,94,Creative,100.0
39,3,14,186,61,53,86,43,73,Creative,100.0
29,7,19,111,78,72,62,58,98,Business,100.0
33,9,16,55,72,52,81,39,70,Research,100.0
36,7,13,150,72,73,98,96,90,Creative,100.0
24,8,22,198,62,69,89,47,85,Technology,100.0
37,4,2,170,96,44,67,55,30,Creative,55.01
24,6,1,42,47,59,45,50,74,Research,61.29
27,1,10,82,42,99,38,80,45,Creative,83.78
35,3,2,161,48,52,31,50,48,Technology,59.31
38,7,20,81,81,76,38,54,31,Research,100.0
31,4,10,79,56,99,97,32,80,Business,100.0
25,1,5,130,72,66,74,33,66,Creative,66.3
24,1,23,134,51,50,61,86,67,Creative,98.93
37,8,14,42,49,55,93,93,91,Creative,100.0
44,11,16,68,91,72,48,50,51,Technology,100.0
29,9,13,17,55,57,62,30,35,Technology,100.0
40,5,16,27,88,57,94,83,90,Creative,100.0
35,2,21,104,72,86,47,86,45,Research,100.0
33,6,9,144,53,82,82,92,61,Business,96.19
33,1,5,73,66,64,42,85,34,Creative,62.23
26,3,3,42,96,61,79,85,38,Technology,64.09
44,4,13,26,95,73,75,96,98,Business,100.0
20,7,7,103,89,84,90,52,56,Business,100.0
22,6,17,127,75,88,81,31,79,Technology,100.0
44,6,11,86,47,98,94,41,33,Technology,99.27
44,7,23,78,44,56,59,35,48,Creative,100.0
38,2,10,153,76,54,61,76,72,Business,100.0
18,5,13,10,62,79,32,96,64,Research,100.0
25,3,7,91,50,82,89,69,94,Technology,100.0
32,1,9,124,84,65,65,62,34,Technology,62.43
31,11,23,23,79,43,76,83,33,Business,100.0
38,7,14,63,49,87,66,52,56,Business,100.0
43,2,13,198,52,90,79,48,30,Creative,89.71
19,8,6,57,94,50,84,80,89,Creative,97.89
39,4,11,146,65,41,99,88,48,Creative,70.38
29,5,24,129,90,71,79,70,95,Technology,100.0
37,2,10,173,96,51,38,65,67,Technology,100.0
42,2,6,91,91,55,44,77,42,Research,77.56
28,9,7,26,89,71,51,84,86,Technology,100.0
39,1,16,14,97,74,75,64,74,Technology,100.0
27,2,6,81,75,64,73,89,76,Creative,76.22
31,6,13,30,40,98,48,89,62,Creative,100.0
27,3,20,37,45,45,84,86,45,Research,85.26
22,2,12,164,74,65,89,47,85,Research,94.54
22,11,2,106,78,82,92,47,46,Business,100.0
38,3,12,44,50,83,97,54,77,Creative,95.91
37,2,4,175,92,86,30,32,91,Creative,100.0
20,10,13,172,82,41,85,80,83,Creative,100.0
35,7,13,173,80,69,71,36,44,Creative,100.0
19,10,16,192,52,79,85,73,86,Business,100.0
29,10,18,155,43,48,36,37,93,Research,100.0
34,2,15,119,68,89,81,51,33,Technology,100.0
37,6,6,35,50,65,46,60,64,Creative,92.68
22,1,9,164,94,74,74,64,57,Research,85.83
23,9,12,152,60,91,64,80,84,Research,100.0
32,11,24,47,50,42,44,30,36,Technology,100.0
34,9,23,182,82,68,41,61,49,Research,100.0
31,4,5,118,99,95,35,62,84,Research,100.0
30,6,15,33,62,87,39,83,70,Technology,100.0
19,4,19,144,65,54,67,32,95,Research,100.0
24,11,7,33,91,78,97,73,34,Research,100.0
44,3,21,167,42,98,72,36,78,Technology,100.0
26,5,9,115,52,54,83,98,56,Creative,82.89
30,3,22,17,68,70,70,59,50,Creative,95.47
28,2,18,178,41,73,32,80,97,Research,100.0
34,10,24,32,95,91,77,49,31,Creative,100.0
44,2,14,13,88,52,64,95,35,Research,91.4
27,10,23,140,71,59,58,81,75,Business,100.0
22,4,8,80,45,50,92,50,32,Business,75.07
44,7,17,123,65,54,62,91,76,Research,100.0
20,1,8,85,98,93,54,86,61,Research,100.0
18,3,6,145,43,44,68,52,97,Creative,82.79
21,11,21,193,80,41,88,36,78,Creative,100.0
19,11,2,170,65,41,92,70,87,Business,85.64
32,10,15,51,68,96,46,89,38,Business,100.0
33,3,1,128,70,45,97,51,35,Business,49.58
28,8,3,61,49,99,92,94,81,Research,100.0
42,8,11,77,67,46,39,86,95,Business,100.0
38,2,14,25,93,82,71,51,97,Research,100.0
36,6,16,27,62,92,40,68,97,Technology,100.0
30,11,4,60,73,48,31,34,91,Technology,100.0
44,4,9,102,61,66,39,90,80,Business,97.17
23,1,5,131,45,98,85,88,92,Research,91.12
21,8,16,41,95,90,81,63,65,Business,100.0
28,11,21,28,73,64,70,76,83,Research,100.0
44,1,4,37,57,65,48,84,86,Business,75.47
18,8,1,60,82,60,54,76,84,Creative,92.08
43,10,6,26,89,76,91,58,61,Creative,100.0
33,11,6,132,74,72,47,66,42,Business,97.04
18,9,2,112,49,59,36,85,66,Technology,95.17
29,1,16,35,87,58,41,50,71,Technology,95.45
24,3,15,34,81,98,35,81,50,Research,100.0
42,5,5,199,43,61,47,85,53,Business,62.44
22,3,5,46,76,42,92,64,81,Research,69.43
35,10,20,173,72,65,77,69,46,Creative,100.0
38,8,12,185,70,83,92,68,49,Technology,100.0
33,9,7,125,93,97,58,77,85,Research,100.0
19,8,9,144,55,58,35,40,90,Business,98.99
27,5,10,29,89,75,98,66,41,Business,100.0
19,2,9,54,78,81,38,91,76,Technology,100.0
29,1,12,159,77,90,48,60,96,Research,93.69
30,10,18,76,97,99,32,84,87,Creative,100.0
44,4,7,135,63,47,38,66,82,Creative,88.08
25,7,15,71,45,44,43,71,79,Technology,100.0
21,8,24,26,89,60,86,77,73,Technology,100.0
38,1,16,56,45,83,63,82,43,Creative,80.03
28,4,9,83,56,51,99,48,70,Technology,100.0
42,8,16,189,55,45,66,33,67,Technology,90.64
34,7,22,188,40,68,81,59,86,Research,100.0
19,10,11,36,63,74,68,47,74,Creative,100.0
36,7,12,186,69,70,51,73,93,Technology,100.0
24,6,24,28,58,75,38,65,69,Research,100.0
41,5,21,191,81,94,74,43,58,Creative,100.0
35,7,12,47,98,40,97,73,76,Research,100.0
40,11,20,17,82,55,70,32,98,Creative,100.0
32,6,4,177,90,98,34,61,30,Technology,89.22
39,11,21,17,64,79,61,57,32,Creative,100.0
32,11,21,54,80,67,54,90,73,Business,100.0
18,8,16,151,40,55,36,78,84,Technology,100.0
18,8,23,182,70,79,83,43,88,Technology,100.0
38,7,15,89,90,45,84,73,47,Creative,94.57
25,11,22,106,97,92,76,58,74,Technology,100.0
26,8,15,173,52,66,73,65,90,Creative,100.0
19,4,24,30,72,46,94,32,80,Research,100.0
39,10,22,132,98,45,58,46,89,Business,100.0
24,10,7,78,83,87,86,50,49,Research,100.0
22,3,12,71,94,60,66,35,55,Business,93.43
21,5,21,34,78,54,64,78,72,Technology,100.0
22,9,10,184,67,53,97,82,63,Creative,100.0
23,8,11,16,75,77,81,44,75,Research,100.0
29,11,17,30,54,53,71,44,92,Creative,100.0
38,4,9,190,96,95,81,72,36,Technology,100.0
27,4,5,142,50,80,70,33,31,Business,67.66
22,9,20,165,65,57,32,78,46,Research,100.0
40,7,2,114,80,44,44,76,32,Research,75.24
41,11,13,84,76,40,38,46,94,Research,100.0
32,10,21,168,65,62,59,39,93,Business,100.0
42,10,20,114,86,62,82,82,30,Business,100.0
43,3,14,81,77,51,55,56,58,Research,85.55
28,9,3,124,57,91,89,63,89,Business,100.0
24,8,19,120,81,61,62,67,64,Research,100.0
44,11,15,99,98,63,33,42,86,Technology,100.0
19,8,5,57,46,40,89,41,50,Research,70.14
42,4,20,128,65,55,39,95,64,Research,100.0
23,3,21,17,53,49,96,67,58,Research,99.36
36,10,10,184,43,94,95,96,36,Research,100.0
33,10,19,165,56,67,48,49,42,Technology,100.0
36,4,22,128,76,78,63,73,71,Creative,100.0
18,2,10,95,56,65,96,39,86,Technology,90.26
44,6,11,177,76,73,89,77,48,Creative,87.99
24,1,12,174,87,64,65,50,31,Research,80.85
29,3,17,161,63,97,89,40,42,Research,100.0
25,10,8,29,47,48,57,31,72,Creative,87.69
20,7,14,24,41,90,93,81,65,Research,100.0
22,3,15,92,41,83,93,57,83,Business,100.0
42,6,16,176,86,69,50,59,60,Technology,100.0
37,10,11,159,60,40,66,75,38,Technology,91.97
40,6,21,153,65,44,75,43,73,Research,100.0
27,4,20,35,92,84,58,48,76,Creative,100.0
43,5,16,26,71,77,81,49,95,Creative,100.0
32,2,1,67,68,68,73,35,79,Business,80.53
39,5,9,49,73,99,74,56,73,Technology,100.0
18,4,21,120,75,46,61,96,68,Technology,98.12
41,8,23,63,77,49,61,74,90,Business,100.0
41,1,21,137,90,51,85,56,67,Business,100.0
40,5,8,167,92,88,70,42,63,Creative,100.0
42,2,4,155,44,58,71,47,61,Technology,65.63
30,7,17,18,63,83,75,37,66,Research,100.0
